letter,language,coverage,title,id,file
B,Burmese,Full Bible,Common Language Bible,mya,B/Burmese/Full Bible — Common Language Bible.pdf
B,Burmese,Full Bible,မြန်မာကျမ်းစာ,myajvb,B/Burmese/Full Bible — မြန်မာကျမ်းစာ.pdf
B,Busa,New Testament,Luda yã takada kũ Bisã yão,bqp,B/Busa/New Testament — Luda yã takada kũ Bisã yão.pdf
B,Bwaidoka,New Testament,Yaubada Yana Veyavo Anawai Evaguna,bwd,B/Bwaidoka/New Testament — Yaubada Yana Veyavo Anawai Evaguna.pdf
B,Bwanabwana,Portions,Buki Tabu Beyabeyana,tteo,B/Bwanabwana/Portions — Buki Tabu Beyabeyana.pdf
B,Bwanabwana,New Testament,Buki Tabu Waluwaluna,tte,B/Bwanabwana/New Testament — Buki Tabu Waluwaluna.pdf
B,Bwile,Portions,Bwile Bible Translation,bwc,B/Bwile/Portions — Bwile Bible Translation.pdf
C,Cacua,New Testament,Dios ã jáap naáwát tólih,cbv,C/Cacua/New Testament — Dios ã jáap naáwát tólih.pdf
C,Caluyanun,New Testament,Anang ambal ang Dios: Magandang balita Biblia,clu,C/Caluyanun/New Testament — Anang ambal ang Dios Magandang balita Biblia.pdf
C,Caló,Portions,Caló Gospel of Luke,calo,C/Caló/Portions — Caló Gospel of Luke.pdf
C,Camsá,New Testament,Bëngbe Bëtsa Cabëngaftaca Entsoyebuambna,kbh,C/Camsá/New Testament — Bëngbe Bëtsa Cabëngaftaca Entsoyebuambna.pdf
C,Candoshi-Shapra,New Testament,Candoshi-Shapra,cbuNT,C/Candoshi-Shapra/New Testament — Candoshi-Shapra.pdf
C,Capanahua,New Testament,Noquen hihbaan joi,kaqNT,C/Capanahua/New Testament — Noquen hihbaan joi.pdf
C,Caquinte,New Testament,Iroaquerari Itioncacaantaqueca Aapani Irioshi: Tsavetacoquerica Amajirote Jesoquirishito,cotNT,C/Caquinte/New Testament — Iroaquerari Itioncacaantaqueca Aapani Irioshi Tsavetacoquerica Amajirote Jesoquirishito.pdf
C,Carapana,New Testament,Dios Cʉ̃ Cauetibʉjʉ Cũrĩcã Tuti,cbcNT,C/Carapana/New Testament — Dios Cʉ̃ Cauetibʉjʉ Cũrĩcã Tuti.pdf
C,Carrier,New Testament,Yak'usda Ooghuni,crxNTpo,C/Carrier/New Testament — Yak'usda Ooghuni.pdf
C,"Carrier, Southern",New Testament,Yakʼusda bughunek: k’andit khunek neba lhaidinla,cafNT,"C/Carrier, Southern/New Testament — Yakʼusda bughunek k’andit khunek neba lhaidinla.pdf"
C,Cashibo-Cacataibo,New Testament,Nukën 'Ibu Diosan ain unikama 'inan ain bana,cbrNT,C/Cashibo-Cacataibo/New Testament — Nukën 'Ibu Diosan ain unikama 'inan ain bana.pdf
C,Cavineña,New Testament,Yusuja Quisarati,cavNT,C/Cavineña/New Testament — Yusuja Quisarati.pdf
C,Cebuano,Full Bible,Balaan nga Bibliya,cebulb,C/Cebuano/Full Bible — Balaan nga Bibliya.pdf
C,Cebuano,Full Bible,Biblica® Open Ang Pulong sa Dios,cebocb,C/Cebuano/Full Bible — Biblica® Open Ang Pulong sa Dios.pdf
C,Central Kurdish,Full Bible,Biblica® وەشانی بێبەرامبەری کوردیی سۆرانیی ستاندەر,ckb,C/Central Kurdish/Full Bible — Biblica® وەشانی بێبەرامبەری کوردیی سۆرانیی ستاندەر.pdf
C,Cerma,New Testament,Diiloŋ-nelma Tobisĩfɛlɛnni,cmeNT,C/Cerma/New Testament — Diiloŋ-nelma Tobisĩfɛlɛnni.pdf
C,Chachi,New Testament,"Diosa' kiika; Génesis, Éxodo y El Nuevo Testamento",cbiNTpo,"C/Chachi/New Testament — Diosa' kiika; Génesis, Éxodo y El Nuevo Testamento.pdf"
C,Chamorro,Portions,Y CUATRO EBANGELIO SIJA YAN Y CHECHO Y APOSTOLES YAN Y SALMO SIJA,cha,C/Chamorro/Portions — Y CUATRO EBANGELIO SIJA YAN Y CHECHO Y APOSTOLES YAN Y SALMO SIJA.pdf
C,"Chatino, Nopala",New Testament,El Nuevo Testamento,cya,"C/Chatino, Nopala/New Testament — El Nuevo Testamento.pdf"
C,"Chatino, Tataltepec",New Testament,Chaʼ tsoʼo nu nchcuiʼ jiʼi̱ Jesucristo nu xuʼna na,ctaNT,"C/Chatino, Tataltepec/New Testament — Chaʼ tsoʼo nu nchcuiʼ jiʼi̱ Jesucristo nu xuʼna na.pdf"
C,"Chatino, Western Highland",New Testament,Chaʼ suʼwe nu nchkwiʼ chaʼ ʼin Jesucristo nu nka xʼnaan,ctpNT,"C/Chatino, Western Highland/New Testament — Chaʼ suʼwe nu nchkwiʼ chaʼ ʼin Jesucristo nu nka xʼnaan.pdf"
C,Chavacano,New Testament,El Nuevo Testamento,cbk,C/Chavacano/New Testament — El Nuevo Testamento.pdf
C,Chayahuita,New Testament,Yosë nanamën,cbtNTpo,C/Chayahuita/New Testament — Yosë nanamën.pdf
C,Cherokee,Portions,Cherokee New Testament 1860,che1860,C/Cherokee/Portions — Cherokee New Testament 1860.pdf
C,Chhattisgarhi,Full Bible,Biblica® सुतंतर समकालीन छत्तीसगढ़ी अनुवाद,hne,C/Chhattisgarhi/Full Bible — Biblica® सुतंतर समकालीन छत्तीसगढ़ी अनुवाद.pdf
C,Chichewa,Full Bible,Biblica® Tsekulani Mawu a Mulungu mu Chichewa Chalero,nya,C/Chichewa/Full Bible — Biblica® Tsekulani Mawu a Mulungu mu Chichewa Chalero.pdf
C,"Chin, Daai",New Testament,Dai Cangcim Kthai,dao,"C/Chin, Daai/New Testament — Dai Cangcim Kthai.pdf"
C,"Chin, Eastern Khumi",Full Bible,Asang Khongca Bible (2019),cekak,"C/Chin, Eastern Khumi/Full Bible — Asang Khongca Bible (2019).pdf"
C,"Chin, Matu",Full Bible,Baibal Olcim,hltmcsb,"C/Chin, Matu/Full Bible — Baibal Olcim.pdf"
C,"Chin, Matu",Full Bible,Baibal Olcim,hlt,"C/Chin, Matu/Full Bible — Baibal Olcim (hlt).pdf"
C,"Chin, Matu",New Testament,Tuivang Holy Bible,hltthb,"C/Chin, Matu/New Testament — Tuivang Holy Bible.pdf"
C,"Chin, Siyin",New Testament,Tinaung Takluem,csy,"C/Chin, Siyin/New Testament — Tinaung Takluem.pdf"
C,"Chin, Thado",Full Bible,PATHEN LEKHABU THENG,tczchongthu,"C/Chin, Thado/Full Bible — PATHEN LEKHABU THENG.pdf"
C,"Chin, Thaiphum",Full Bible,Thai Phum Holy Bible,cth,"C/Chin, Thaiphum/Full Bible — Thai Phum Holy Bible.pdf"
C,"Chin, Zyphe",New Testament,"Biahrai Tha, Zyphe rei",zypNT,"C/Chin, Zyphe/New Testament — Biahrai Tha, Zyphe rei.pdf"
C,"Chinantec, Comaltepec",New Testament,Júu ʼmɨ́ɨ e cacuo fidiée,ccoNT,"C/Chinantec, Comaltepec/New Testament — Júu ʼmɨ́ɨ e cacuo fidiée.pdf"
C,"Chinantec, Lalana",New Testament,Júu² 'mɨɨn³² 'e³ ca²³ŋɨń² Dios,cnlNT,"C/Chinantec, Lalana/New Testament — Júu² 'mɨɨn³² 'e³ ca²³ŋɨń² Dios.pdf"
C,"Chinantec, Lealao",New Testament,Ja̱³la³ fáh⁴dxa⁴²dxú⁴ hi³mɨɨ³² chiáh² Ñúh³a² Jesucristo; Salmos,cleNT,"C/Chinantec, Lealao/New Testament — Ja̱³la³ fáh⁴dxa⁴²dxú⁴ hi³mɨɨ³² chiáh² Ñúh³a² Jesucristo; Salmos.pdf"
C,"Chinantec, Ozumacín",New Testament,Hmooh hmëë he- ga-jmee Jesucristo; Salmos,chzNTps,"C/Chinantec, Ozumacín/New Testament — Hmooh hmëë he- ga-jmee Jesucristo; Salmos.pdf"
C,"Chinantec, Palantla",New Testament,El Nuevo Testamento de nuestro señor Jesucristo: Versión chinanteca,cpaNT,"C/Chinantec, Palantla/New Testament — El Nuevo Testamento de nuestro señor Jesucristo Versión chinanteca.pdf"
C,"Chinantec, Quiotepec",New Testament,Juu³ tyʉ² ʼe gafaaʼ²¹ Dios tyaʼ tsá²,chqNT,"C/Chinantec, Quiotepec/New Testament — Juu³ tyʉ² ʼe gafaaʼ²¹ Dios tyaʼ tsá².pdf"
C,"Chinantec, Sochiapam",New Testament,Jú¹ chú³² quioh²¹ Jesús tsá² lɨn³ Cristo,csoNT,"C/Chinantec, Sochiapam/New Testament — Jú¹ chú³² quioh²¹ Jesús tsá² lɨn³ Cristo.pdf"
C,"Chinantec, Tepetotutla",New Testament,Jag₁ ʼmɨ́₂ a₂ma₂lɨʼ₅₄ quianʼ₅₄ Diu₄,cntNT,"C/Chinantec, Tepetotutla/New Testament — Jag₁ ʼmɨ́₂ a₂ma₂lɨʼ₅₄ quianʼ₅₄ Diu₄.pdf"
C,"Chinantec, Usila",New Testament,Jau²³ hm²³ i⁴ra³tya²³ nei² quieh¹ re¹ Jesucristo quian⁴-¹,cucNT,"C/Chinantec, Usila/New Testament — Jau²³ hm²³ i⁴ra³tya²³ nei² quieh¹ re¹ Jesucristo quian⁴-¹.pdf"
C,Chinese,New Testament,免费的易读圣经 Free Easy-to-read Bible,cmnfeb,C/Chinese/New Testament — 免费的易读圣经 Free Easy-to-read Bible.pdf
C,Chinese,Full Bible,新标点和合本,cmn-cu89s,C/Chinese/Full Bible — 新标点和合本.pdf
C,Chinese,Full Bible,新標點和合本,cmn-cu89t,C/Chinese/Full Bible — 新標點和合本.pdf
C,"Chinese, Mandarin",Full Bible,世界中文圣经,cmnswcb,"C/Chinese, Mandarin/Full Bible — 世界中文圣经.pdf"
C,Chipaya,New Testament,Ew Testamento: Chipay Tawkquiztan,capNT,C/Chipaya/New Testament — Ew Testamento Chipay Tawkquiztan.pdf
C,Chiquitano,New Testament,Manitanati Tuparrü,caxNT,C/Chiquitano/New Testament — Manitanati Tuparrü.pdf
C,chiShona,Full Bible,Biblica® Bhaibheri Dzvene Rakasununguka MuChiShona Chanhasi 2017,sna,C/chiShona/Full Bible — Biblica® Bhaibheri Dzvene Rakasununguka MuChiShona Chanhasi 2017.pdf
C,Chiyawo,New Testament,Lilangano lya Sambano,yao,C/Chiyawo/New Testament — Lilangano lya Sambano.pdf
C,Chol,New Testament,I T’an Dios,ctuBl,C/Chol/New Testament — I T’an Dios.pdf
C,Chol,New Testament,JINI WEN BΛ T'AN,ctucti,C/Chol/New Testament — JINI WEN BΛ T'AN.pdf
C,Chol,New Testament,Jini wen bʌ tʼan,ctu76,C/Chol/New Testament — Jini wen bʌ tʼan.pdf
C,"Chontal, Highland Oaxaca",New Testament,Lataiquiʼ loyaʼapa iƚe al cʼa lixpicʼepa L̵anDios,chdNT,"C/Chontal, Highland Oaxaca/New Testament — Lataiquiʼ loyaʼapa iƚe al cʼa lixpicʼepa L̵anDios.pdf"
C,"Chontal, Tabasco",New Testament,U Chʼuʼul Tʼan Dios,chfNT,"C/Chontal, Tabasco/New Testament — U Chʼuʼul Tʼan Dios.pdf"
C,Chorti,New Testament,Uyojroner e Dios xeꞌ Tzꞌijbꞌabꞌir Tama e Onian Tiempo,caa,C/Chorti/New Testament — Uyojroner e Dios xeꞌ Tzꞌijbꞌabꞌir Tama e Onian Tiempo.pdf
C,Chuave,New Testament,YAI GUMAN GUNOM KAM,cjv,C/Chuave/New Testament — YAI GUMAN GUNOM KAM.pdf
C,Chuj,Full Bible,A Ch'an Biblia D'a Chuj San Mateo,cac,C/Chuj/Full Bible — A Ch'an Biblia D'a Chuj San Mateo.pdf
C,Chumburung,New Testament,Abware̱se̱ŋ Wo̱re̱-ɔ,ncuNT,C/Chumburung/New Testament — Abware̱se̱ŋ Wo̱re̱-ɔ.pdf
C,Chuukese,Full Bible,Paipel,chk,C/Chuukese/Full Bible — Paipel.pdf
C,Chácobo,New Testament,Dios Chani,caoNT,C/Chácobo/New Testament — Dios Chani.pdf
C,Cishingini,Portions,Cishingini Agwara Kambari [asg],asg,C/Cishingini/Portions — Cishingini Agwara Kambari [asg].pdf
C,Cofán,New Testament,"Chiga Tevaen'Jema Atesuja 1, Aisheve Caña'cho",conNTpo,"C/Cofán/New Testament — Chiga Tevaen'Jema Atesuja 1, Aisheve Caña'cho.pdf"
C,Colorado,New Testament,Diosichi Pila,cofNT,C/Colorado/New Testament — Diosichi Pila.pdf
C,Coptic,Portions,Sahidic Coptic New Testament,sahidic,C/Coptic/Portions — Sahidic Coptic New Testament.pdf
C,Coptic,New Testament,Sahidica - طبعة جديدة من العهد الجديد باللغة القبطية الصعيدية,copshc,C/Coptic/New Testament — Sahidica - طبعة جديدة من العهد الجديد باللغة القبطية الصعيدية.pdf
C,Coptic,New Testament,القبطية البحيرية العهد الجديد,copbhc,C/Coptic/New Testament — القبطية البحيرية العهد الجديد.pdf
C,Coptic,New Testament,القبطية العهد الجديد,copcnt,C/Coptic/New Testament — القبطية العهد الجديد.pdf
C,"Cora, El Nayar",New Testament,"Ɨ niuucari tɨ jejcua, tɨ ajta jɨme'en ra'axa a'ɨjna ɨ tavastara'a, ɨ Cɨriistu'u tɨ ji'i Jesús tɨ̀ tu'irájtuaa",crnNT,"C/Cora, El Nayar/New Testament — Ɨ niuucari tɨ jejcua, tɨ ajta jɨme'en ra'axa a'ɨjna ɨ tavastara'a, ɨ Cɨriistu'u tɨ ji'i Jesús tɨ̀ tu'irájtuaa.pdf"
C,Croatian,New Testament,Sveta Biblija,hrv,C/Croatian/New Testament — Sveta Biblija.pdf
C,Cubeo,New Testament,Majepacʉ jʉ̃menijicʉi yávaiye mamaene coyʉitucubo,cubNT,C/Cubeo/New Testament — Majepacʉ jʉ̃menijicʉi yávaiye mamaene coyʉitucubo.pdf
C,Cuiba,New Testament,Nacom Pejume Diwesi po diwesi pena jume diwesi xua Jesucristo yabara tinatsi,cui,C/Cuiba/New Testament — Nacom Pejume Diwesi po diwesi pena jume diwesi xua Jesucristo yabara tinatsi.pdf
C,"Cuicatec, Tepeuxila",New Testament,Nduudu nʼdai yeⁿʼe Ndyuūs yeⁿʼe cuicateco yeⁿʼe Tepeuxila,cuxNT,"C/Cuicatec, Tepeuxila/New Testament — Nduudu nʼdai yeⁿʼe Ndyuūs yeⁿʼe cuicateco yeⁿʼe Tepeuxila.pdf"
C,"Cuicatec, Teutila",New Testament,El Nuevo Testamento: Cuicateco de Teutila,cutNT,"C/Cuicatec, Teutila/New Testament — El Nuevo Testamento Cuicateco de Teutila.pdf"
C,Cung,New Testament,Kiŋwakti ki Nyɔ Miŋkaiŋ Mifiaŋ,cug,C/Cung/New Testament — Kiŋwakti ki Nyɔ Miŋkaiŋ Mifiaŋ.pdf
C,Czech,Full Bible,Bible Kralická 1613,ces1613,C/Czech/Full Bible — Bible Kralická 1613.pdf
C,Czech,New Testament,Biblica® Open Slovo na cestu,ceslb,C/Czech/New Testament — Biblica® Open Slovo na cestu.pdf
C,Czech,New Testament,Nova Bible Kralicka,cesnkb,C/Czech/New Testament — Nova Bible Kralicka.pdf
D,Dadibi,Full Bible,Godigo dwagi yai po buku,mps,D/Dadibi/Full Bible — Godigo dwagi yai po buku.pdf
D,Daga,New Testament,Daga New Testament,dgz,D/Daga/New Testament — Daga New Testament.pdf
D,Dangaléat,New Testament,Jamaw ta Marbinto: Kabarre ta Gala ɗo bi ka Iisa Masi iŋ daŋla,daaNT,D/Dangaléat/New Testament — Jamaw ta Marbinto Kabarre ta Gala ɗo bi ka Iisa Masi iŋ daŋla.pdf
D,Danish,Full Bible,Hellig Bibel,dan1931,D/Danish/Full Bible — Hellig Bibel.pdf
D,Dano,New Testament,MONO' GODOLO GOSOHO',aso,D/Dano/New Testament — MONO' GODOLO GOSOHO'.pdf
D,Danu,New Testament,ဓမ္မသစ်ကျမ်း ဓနုဘာသာစကား,dnv,D/Danu/New Testament — ဓမ္မသစ်ကျမ်း ဓနုဘာသာစကား.pdf
D,Dawawa,New Testament,Vari Verenama,dww,D/Dawawa/New Testament — Vari Verenama.pdf
D,Dawro,Full Bible,Geeshsha Mas'aafaa,dwrl,D/Dawro/Full Bible — Geeshsha Mas'aafaa.pdf
D,Dawro,New Testament,Ooratha Caaquwaa,dwrNT,D/Dawro/New Testament — Ooratha Caaquwaa.pdf
D,Dawro,Full Bible,ጌሻ ማጻፋ,dwrENT,D/Dawro/Full Bible — ጌሻ ማጻፋ.pdf
D,Dedua,New Testament,Yoac kekehagocac Dzadzahac gboria nga Mitiyegec,ded,D/Dedua/New Testament — Yoac kekehagocac Dzadzahac gboria nga Mitiyegec.pdf
D,Dela-Oenale,New Testament,Rote Dela Alkitab,row,D/Dela-Oenale/New Testament — Rote Dela Alkitab.pdf
D,Denya,New Testament,Ŋwɛ menomenyɛɛ́ mekɛ́,anvNT,D/Denya/New Testament — Ŋwɛ menomenyɛɛ́ mekɛ́.pdf
D,Desiya,New Testament,ସତିଅର୍‌ ବାଟ୍‌,dso,D/Desiya/New Testament — ସତିଅର୍‌ ବାଟ୍‌.pdf
D,Dhanki,New Testament,परमेश्वरन सत्य वचन,dhn,D/Dhanki/New Testament — परमेश्वरन सत्य वचन.pdf
D,Dhao,New Testament,Dhao Alkitab,nfa,D/Dhao/New Testament — Dhao Alkitab.pdf
D,Dholuo,Full Bible,Biblica® Ochiw Thuolo Motingʼo Loko Manyien™,luo,D/Dholuo/Full Bible — Biblica® Ochiw Thuolo Motingʼo Loko Manyien™.pdf
D,Dhuwal,Portions,Liyagawumirr Luke,dwuliv,D/Dhuwal/Portions — Liyagawumirr Luke.pdf
D,Dhuwal,Portions,Marraŋu Selections,dwu,D/Dhuwal/Portions — Marraŋu Selections.pdf
D,Dhuwaya,Portions,Dhuwaya Scripture,dwy,D/Dhuwaya/Portions — Dhuwaya Scripture.pdf
D,Dieri,New Testament,TESTAMENTA MARRA,dif,D/Dieri/New Testament — TESTAMENTA MARRA.pdf
D,"Dinka, Southwestern",New Testament,Lëk yam,dikNT,"D/Dinka, Southwestern/New Testament — Lëk yam.pdf"
D,Ditammari,Full Bible,Bibiri Kuyie Nnɑ́ɑǹtì Pɑ́tíri,tbzsim,D/Ditammari/Full Bible — Bibiri Kuyie Nnɑ́ɑǹtì Pɑ́tíri.pdf
D,Djambarrpuyngu,New Testament,God-Waŋarrwu Walŋamirr Dhäruk,djr,D/Djambarrpuyngu/New Testament — God-Waŋarrwu Walŋamirr Dhäruk.pdf
D,Djangu,Portions,Dhuwa-Dhaŋu'mi Mark+,dhgduwadha,D/Djangu/Portions — Dhuwa-Dhaŋu'mi Mark+.pdf
D,Djangu,Portions,Wangurri Scripture,dhg,D/Djangu/Portions — Wangurri Scripture.pdf
D,Djangu,Portions,Warramiri Ḏolttji Selections,dhgdol,D/Djangu/Portions — Warramiri Ḏolttji Selections.pdf
D,Djeebbana,Portions,Ndjebbana Bible Portions,djj,D/Djeebbana/Portions — Ndjebbana Bible Portions.pdf
D,Djinang,Portions,Djinang Bible,dji,D/Djinang/Portions — Djinang Bible.pdf
D,Dobu,New Testament,Loina Tabu Auwauna,dob,D/Dobu/New Testament — Loina Tabu Auwauna.pdf
D,Dogrib,New Testament,Nǫ̀htsı̨̨ Nı̨̨htł'è,dgrDOGNT,D/Dogrib/New Testament — Nǫ̀htsı̨̨ Nı̨̨htł'è.pdf
D,Dombe,New Testament,Dombe New Testament,dov,D/Dombe/New Testament — Dombe New Testament.pdf
D,Dongxiang,New Testament,Hudani Kielien,sce,D/Dongxiang/New Testament — Hudani Kielien.pdf
D,Doromu-Koki,New Testament,Sei di Uka Ago Ruaka,kqc,D/Doromu-Koki/New Testament — Sei di Uka Ago Ruaka.pdf
D,Dutch,Full Bible,De Heilige Schrift 1917,nld,D/Dutch/Full Bible — De Heilige Schrift 1917.pdf
D,Dutch,New Testament,"De Heilige Schrift, Petrus Canisiusvertaling, 1939",nld1939,"D/Dutch/New Testament — De Heilige Schrift, Petrus Canisiusvertaling, 1939.pdf"
D,Dutch,Full Bible,NBG-vertaling 1951,nldnbg,D/Dutch/Full Bible — NBG-vertaling 1951.pdf
D,Duya,New Testament,Ibibemuwe-Num Iyiki Ifa Ru Dũya,ldb,D/Duya/New Testament — Ibibemuwe-Num Iyiki Ifa Ru Dũya.pdf
E,East Kewa,New Testament,Gotena Epe Agale,kjs,E/East Kewa/New Testament — Gotena Epe Agale.pdf
E,Eastern Maroon Creole,New Testament,Beibel: okanisi tongo,djkNT,E/Eastern Maroon Creole/New Testament — Beibel okanisi tongo.pdf
E,Edolo,Portions,Edolo Bible,etr,E/Edolo/Portions — Edolo Bible.pdf
E,Eestonian,Portions,Piibel Kõigile,ekkpkp,E/Eestonian/Portions — Piibel Kõigile.pdf
E,Ekajuk,Portions,Ekajuk Scriptures Bible Portions,eka,E/Ekajuk/Portions — Ekajuk Scriptures Bible Portions.pdf
E,"Emberá, Northern",New Testament,Ãcõrẽ Bed̶ea,empNTpo,"E/Emberá, Northern/New Testament — Ãcõrẽ Bed̶ea.pdf"
E,Enga,New Testament,Enga New Testament (2023 Edition),enq2,E/Enga/New Testament — Enga New Testament (2023 Edition).pdf
E,English,Full Bible,American Standard Version (1901),eng-asv,E/English/Full Bible — American Standard Version (1901).pdf
E,English,Full Bible,American Standard Version Byzantine Text,engasvbt,E/English/Full Bible — American Standard Version Byzantine Text.pdf
E,English,Portions,Anindilyakwa English Bible,engaoi,E/English/Portions — Anindilyakwa English Bible.pdf
E,English,Portions,Barkly Bible Portions,engbarkly,E/English/Portions — Barkly Bible Portions.pdf
E,English,Full Bible,Berean Standard Bible,engbsb,E/English/Full Bible — Berean Standard Bible.pdf
E,English,Full Bible,Bible in Basic English,engBBE,E/English/Full Bible — Bible in Basic English.pdf
E,English,Portions,Brenton Septuagint Translation,eng-Brenton,E/English/Portions — Brenton Septuagint Translation.pdf
E,English,Full Bible,Darby Translation,engDBY,E/English/Full Bible — Darby Translation.pdf
E,English,Full Bible,Douay-Rheims 1899,engDRA,E/English/Full Bible — Douay-Rheims 1899.pdf
E,English,Portions,Easy to Translate English Jonah,enge2t,E/English/Portions — Easy to Translate English Jonah.pdf
E,English,New Testament,English Majority Text Version,engemtv,E/English/New Testament — English Majority Text Version.pdf
E,English,Full Bible,Free Bible Version,engfbv,E/English/Full Bible — Free Bible Version.pdf
E,English,Full Bible,Geneva Bible 1599,enggnv,E/English/Full Bible — Geneva Bible 1599.pdf
E,English,New Testament,George Noyes Bible,engnoy,E/English/New Testament — George Noyes Bible.pdf
E,English,Portions,God's Living Word,eng-glw,E/English/Portions — God's Living Word.pdf
E,English,Portions,Isaac Leeser Tanakh,englee,E/English/Portions — Isaac Leeser Tanakh.pdf
E,English,Portions,JPS TaNaKH 1917,engjps,E/English/Portions — JPS TaNaKH 1917.pdf
E,English,Full Bible,KJV Cambridge Paragraph Bible,engkjvcpb,E/English/Full Bible — KJV Cambridge Paragraph Bible.pdf
E,English,Full Bible,King James (Authorized) Version,eng-kjv2006,E/English/Full Bible — King James (Authorized) Version.pdf
E,English,Full Bible,King James Version + Apocrypha,eng-kjv,E/English/Full Bible — King James Version + Apocrypha.pdf
E,English,Portions,LXX2012: Septuagint in American English 2012,eng-lxx2012,E/English/Portions — LXX2012 Septuagint in American English 2012.pdf
E,English,Portions,LXX2012: Septuagint in British/International English 2012,eng-uk-lxx2012,E/English/Portions — LXX2012 Septuagint in British International English 2012.pdf
E,English,Full Bible,Literal Standard Version,englsv,E/English/Full Bible — Literal Standard Version.pdf
E,English,Full Bible,Majority Standard Bible,engmsb,E/English/Full Bible — Majority Standard Bible.pdf
E,English,Full Bible,NET Bible,engnet,E/English/Full Bible — NET Bible.pdf
E,English,Full Bible,Noah Webster Bible,engwebster,E/English/Full Bible — Noah Webster Bible.pdf
E,English,Portions,Nyangumarta English Bible,engnna,E/English/Portions — Nyangumarta English Bible.pdf
E,English,Portions,One Unity Resource Bible,engourb,E/English/Portions — One Unity Resource Bible.pdf
E,English,New Testament,Open English Bible (Commonwealth Spelling),engoebcw,E/English/New Testament — Open English Bible (Commonwealth Spelling).pdf
E,English,New Testament,Open English Bible (U. S. spelling),engoebus,E/English/New Testament — Open English Bible (U. S. spelling).pdf
E,English,Portions,Plain English Version,engPEV,E/English/Portions — Plain English Version.pdf
E,English,Full Bible,Revised Version with Apocrypha (1895),eng-rv,E/English/Full Bible — Revised Version with Apocrypha (1895).pdf
E,English,Portions,Targum Onkelos Etheridge,engoke,E/English/Portions — Targum Onkelos Etheridge.pdf
E,English,New Testament,Text-Critical English New Testament,engtcent,E/English/New Testament — Text-Critical English New Testament.pdf
E,English,New Testament,The New Testament with Commentary,engf35,E/English/New Testament — The New Testament with Commentary.pdf
E,English,Full Bible,The Orthodox Jewish Bible,engojb,E/English/Full Bible — The Orthodox Jewish Bible.pdf
E,English,Full Bible,Translation for Translators,eng-t4t,E/English/Full Bible — Translation for Translators.pdf
E,English,New Testament,Tyndale New Testament,engtnt,E/English/New Testament — Tyndale New Testament.pdf
E,English,Full Bible,Unlocked Literal Bible,engULB,E/English/Full Bible — Unlocked Literal Bible.pdf
E,English,Portions,Updated Brenton English Septuagint,englxxup,E/English/Portions — Updated Brenton English Septuagint.pdf
E,English,Full Bible,World English Bible,engwebp,E/English/Full Bible — World English Bible.pdf
E,English,New Testament,World English Bible (Catholic),eng-web-c,E/English/New Testament — World English Bible (Catholic).pdf
E,English,Full Bible,World English Bible British Edition,engwebpb,E/English/Full Bible — World English Bible British Edition.pdf
E,English,Full Bible,World English Bible British Edition with Deuterocanon,eng-webbe,E/English/Full Bible — World English Bible British Edition with Deuterocanon.pdf
E,English,Full Bible,World English Bible Classic,eng-web,E/English/Full Bible — World English Bible Classic.pdf
E,English,Full Bible,World English Bible Updated,engwebu,E/English/Full Bible — World English Bible Updated.pdf
E,English,Full Bible,World Messianic Bible,engwmb,E/English/Full Bible — World Messianic Bible.pdf
E,English,Full Bible,World Messianic Bible British Edition,engwmbb,E/English/Full Bible — World Messianic Bible British Edition.pdf
E,English,Portions,Wycliffe Bible,engWycliffe,E/English/Portions — Wycliffe Bible.pdf
E,English,Full Bible,Wycliffe's Bible with Modern Spelling,engwyc2017,E/English/Full Bible — Wycliffe's Bible with Modern Spelling.pdf
E,English,Full Bible,Wycliffe's Bible with Modern Spelling (Enhanced),engwyc2018,E/English/Full Bible — Wycliffe's Bible with Modern Spelling (Enhanced).pdf
E,English,Full Bible,Young's Literal Translation,engylt,E/English/Full Bible — Young's Literal Translation.pdf
E,Epena,New Testament,Tachi ak'õre pedee,sjaNT,E/Epena/New Testament — Tachi ak'õre pedee.pdf
E,Ese Ejja,New Testament,Eyacuiñajjija Esohui,eseNT,E/Ese Ejja/New Testament — Eyacuiñajjija Esohui.pdf
E,Ese or Managalasi,New Testament,Godoni Vu'a Maiu'ina,mcq,E/Ese or Managalasi/New Testament — Godoni Vu'a Maiu'ina.pdf
E,Español,Full Bible,Biblica® Open Nueva Biblia Viva 2008,spaonbv,E/Español/Full Bible — Biblica® Open Nueva Biblia Viva 2008.pdf
E,Esperanto,Full Bible,Londona Biblio,epo,E/Esperanto/Full Bible — Londona Biblio.pdf
E,"Estonian, Standard",New Testament,"Biblica® Vaba kasutusega Uus Testament, Pühakiri kaasaegses eesti keeles",ekk,"E/Estonian, Standard/New Testament — Biblica® Vaba kasutusega Uus Testament, Pühakiri kaasaegses eesti keeles.pdf"
E,Etulo,New Testament,Etulo NT,utr,E/Etulo/New Testament — Etulo NT.pdf
E,Ewage-Notu,New Testament,BINGA EWAMEI IESU KERISO DA JAWO DA,nou,E/Ewage-Notu/New Testament — BINGA EWAMEI IESU KERISO DA JAWO DA.pdf
E,eʋegbe,Full Bible,Biblica® Se aɖeke mebla Biblia zazã o Agbenya La™,ewe,E/eʋegbe/Full Bible — Biblica® Se aɖeke mebla Biblia zazã o Agbenya La™.pdf
